,q_a,label
3896,   God I'm fucking scared I won't be able to vandalize Wikipedia pages. You're a dork.,1
3897,  Where the fuck is the printer toner you stupid motherfuckers?    ,1
3898,   Kill the Muslim suporter of palastinians/terrorists,1
3899,  User:Abd is Muslim scum,1
3900,crazy crap i`m not bff any more from:alicia,1
3901,  :How about this: fuck off. Just a suggestion.  ,1
3902,  ::shut up you decaying brained piece of raped s%%t.  go tell your mental diarrea to your mom   ,1
3903," :Go ahead, you fucking fascist cunt, block me.    ",1
3904,"  He is a Tajik and thus an ethnic Persian, Tajik=Persian, idiot Pashtun Turk.  ",1
3905,  You know what Acroterion you can go fuck yourself you sorry son of a bitch nigger. Oh and  is also a fucking bitch.      FUCK ALL OF YOU!!!,1
3906,  Are you gonna cry and tell wikipedia? Suck it up loser.,1
3907, ==blow me==  Its my right of freedom of speech to edit wikipedia. So fuck off or I'll rape you anally and vaginally. Good day.   ,1
3908,"   ==Why does it bother you, fuckface?  Suck my cock.",1
3909,"You guys are fuckin idiots. It's Squeezit, thanks for nothing.     ",1
3910,   ===You're all fags for trying to delete this article. Go kill yourselves instead===  God Al-fucking-mighty ,1
3911,"EVERYONE BELOW CAN SUCK MY COCK, AS I HAVE A DYNAMIC IP.  ",1
3912,  == How about == How about you shut your dirty mouth and leave me alone. I do not need your help. Stupid bitch.    ,1
3913, BECAUSE HE IS A FAGOT,1
3914,"  ==YOU KNOW WHO WE GOT HERE?, MUTHA FUCKIN CHARLIE BRONSON, YOU MUST THINK IT'S WHITE BOY DAY, IT AIN'T WHITE BOY DAY, DON'T WASTE MY MOTHERFUCKIN TIME==",1
3915,  == System MESSAGE ==  BEEEEEEEEEP  You need a life  That will be all  BEEEEEEEEEEEP,1
3916,  == Jeeeeezz ..!! ==  Dude You Need To Get A Life  Ur Pic Is Sad  Ur A Saddo Man  Get A Life  Seriously !!,1
3917,  == tramp ==  lol! cut your damn hair you waster,1
3918,  == Cut Yo Jibbah Jabbah And Yo Doggy Dog Hair !! ==  Ur Wierdddd  Cut Your Doggy Hair You Tramp  You Look Like Hagrid  GET A LIFE.. !!,1
3919,  your hair is lower then your mum's tits,1
3920,  == OOOOOOOH TEABAG ==  OOOOOOOOOOH YER BECAUSE I DID  OH YER OH YA OH YES  BECAUSE I DID   WOAH    TEABAGGED,1
3921,"  lol, your page is getting fucking owned! TEABAG!",1
3922,  HAHAHAHA TEBAG IN THE FACE  OOWEEEOOWEEEAHHHH  TEABAG ON RED CRUSADE  BROOM BROOM CLEAN MY BUS  SWEEP MY FLOOR  DOGGY DOGGY  WOOF !,1
3923,  == Omg! ==  0mgz0rs i h4v3 s33n y0ur p4g3 4nd 1 th1nk wh03v3r h4s v4nd1l1s3d th1s 0wn3d j00 j4 f4qq0t n00b  SUCK IT NOOB!,1
3924,  == Fuck you == Fuck you racist basterd.   ,1
3925,"  == Jeremy ==  Jeremy, criminals like you swallow their tongue when the roles revert. Just wait !",1
3926,"`   You know... [Wikipedia:Articles for deletion/Frasier's Curse you're fucking crazier] than I  thought. Try ADDING SOME CONTENT, not judging others. What a frigging piker. GROW THE FUCK UP. //  `",1
3927,  Why the fuck is this article protected?,1
3928,   Are you wikistalking me you fucking aspie? Either crawl back to your hugbox or hang yourself.,1
3929,  User abd is Muslims scum,1
3930,I wouldn't hold your breath. The guy is a complete tosser     ,1
3931,"  Sorry,but the guy is a pratt. He has attacked me before so needs to practise what he preaches.    ",1
3932, Nana Coleman   He is a black man with very big checks and a nasty head.,1
3933,  Your'e a fucking nerd. And I feel real bad for your mother.,1
3934,"    == Hey, you didnt tell me how fucking long this block is for. WTF? how long do i have to wait.==",1
3935,"  Uh oh, Mr. Big shot registered User is crying like a little girl because I called him out on his BS.",1
3936,   == Funny == Go away and cry to your mother!   ,1
3937,  == ukexpat likes to have oral sex with gay men ==  Fucking faggot,1
3938,   == Another sucka found == YOU!   ,1
3939,"`  == You win == Congratulations, angry emo fans. ``Oh my NX Zero is not an imitator!``. Cry it to your mother right now! NX ZERO ORIGINALITY!   `",1
3940,   == ITS STILL FUNNY == Son of a bitch! _|_,1
3941,"   == COME ON, SUCKA! == I WILL PUNCH YOUR FUCKING FACE AND ALL YOUR FAMILY! YOU SON OF A BITCH! FUCK YOU, SUCKA! WHAT DO YOU SAY NOW?!",1
3942,   == Delete == DELETE THE FUCKING IMAGES AND STOP SENDING ME THIS MESSAGES!   ,1
3943,"HOW DARE YOU ABUSE AUTOGRAPH'S PAGE, YOU FAG!!!! DIEEEEE!!! YO GANGSTA RAP'S GOT NOTHING ON ROCK!!! FAIL.   ",1
3944,"You obviously never attended college, moron",1
3945, Lucasbfr: your mother is a cock slut,1
3946,   AVALA you are full of shit. that is all. Love you bitch. Hahaha later. !!! )))___+++!!!!!!!!!!,1
3947,"  == Febuary 2009 ==  I didn't vandalize the fucking page, so lay off me.   ",1
3948, == FUCK OFF YOUR PIECE OF SHIT JEW == ,1
3949,"Hey John, it wasn't a fucking test moron  ",1
3950,  == Fuck u bitch ==  Fuck u Bitch,1
3951,"  Unblock me now you piece of shit! Or I will find you and kill you, slowly and painfully!",1
3952,"  I mean it, fuckhead! Now, now, I want unblocked NOW!",1
3953,gay fucking cockface shit ass cunt,1
3954,  I'm starting to get confused. Would Why Not a Duck or whoever sees this please send a message to RexNL and tell him to lift this goddamned fucking block!,1
3955,   WORST CUSTOMER SERVICE EVARRRRRRRRR,1
3956,  Yer all a bunch of wankers! pppptttthhhh! nipple...,1
3957," ::::::I'm not him either. What are you, crazy? -   ",1
3958,  Fuck ugly black cowworshipping mallus,1
3959,    == nigga got arrested == gotta add taht shit to da article.  check it http://www.thebostonchannel.com/news/18662913/detail.html,1
3960,"`|decline=That's right, because you're a sock of .  `",1
3961,  ==well that sucks== Deskana‎ is a complete douchebag,1
3962, Bongwarrior loves the cock.,1
3963,"  == BitchBuss ==  One more sticking of your nose, and you'll lose it !",1
3964,"  == NO ==  HOW DARE YOU VANDALIZE MY TALK PAGE, FAGGOT!  FUCK!   ",1
3965," :::You stay out of this! You've ruined enough. This is between Kww and I. I actually consider Kww a friend now, too. -   ",1
3966,  Give me one reason to listen to a moron like you.,1
3967, FINE BITCH< THAT SHOULD GET YOUR ATTENTION,1
3968,  U FAT PENIS< LISTEN HERE!,1
3969,"  WP:NOTCENSORED  Bollocks, it is totally censored by a bunch of dimwits",1
3970,"  == Trollop ==  Go and fuck the same cross you fucked up faggot !!!!!!! And while you ar eat it, chop your dick off youhave no use for  it.",1
3971,  == Trollop ==  Stop fucking your computer you meth adicted nazi twat,1
3972,"CardinalDanFUCK YOU FAGGOT NIGGER CUNT LICKING CHINK DIPFUCKING SHIT NIGGER FACE, GET A LIFE OTHER THEN DELETING SHIT OFF WIKI YOU NERD FAGGOT",1
3973,"CardinalDan FUCK YOU FAGGOT NIGGER CUNT LICKING CHINK DIPFUCKING SHIT NIGGER FACE, GET A LIFE OTHER THEN DELETING SHIT OFF WIKI YOU NERD FAGGOT",1
3974,. USE THAT BANHAMMA NAO GAYBOY,1
3975,  == ... ==  Dude your a dick.,1
3976,User:Abd is muslim cr@p  ,1
3977, MUSLIM SCUM go die soon will you,1
3978,  :Stop your bullshit. I'll remove that nonsense crap.   ,1
3979,  Flaming? what about bukkake having links? and masturbathons having links? WOW - - satanic dictatorship,1
3980,"  :Replace yourself, guy. I'm really bored of that shit. If you need the magazine - buy it!  ",1
3981,"  The times couldn't know less about Tennessee politics. Qqqqqq, Olando, and Terrancee are all idiots too",1
3982, ::I just had to teach that loser a lesson not to mess with people's pages.  That's all.  ,1
3983,  im not sorry for what i did FUCK Jclemens,1
3984,From DDMC: Just shut up.   ,1
3985, This shit is fucking gay you need to get the right information dumb fucks  ,1
3986,  Jesus hates you.  And does Google do Macedonian?  I think not!,1
3987,  ::Maybe you should use your little brain. Gothic METAL is not GOTH.   ,1
3988,  Fuck off you cunt. I know a LOT more about Flynn than you. Don't take out referenced stuff or ELSE.,1
3989,User:Abd is Muslim Scum  ,1
3990,What fucking problem are you having Njgw? Come and discuss it with me.  ,1
3991,"Hey Njgw, you're fucking awake!  Rotting in front of your PC as usual I see.    ",1
3992,I don't fucking understand.    ,1
3993,"  == FUCK YOU, MEDIA PIECE OF SHIT! ==",1
3994,  ::Go and fuck yourself.   ,1
3995,  Why don't you go F yourself deliting nigger? Fuck you and your lies!,1
3996,` ::Excuse me ``incivil nonsense``? Read what I've written and please for the sake of the world don't push your pro-Nazi beliefs on me.    `,1
3997,NO!! im not gunna sign my posts you ass!!!!  FUCK YEAH SEAKING!!!!!!  ,1
3998," Please put it in my ass, I enjoy black dick up there.",1
3999,shit my bitch hole   ,1
4000,"  == Wikipedia Ettiquette ==  All the free porn you will ever need, you fucking dickwad, is available at www.youporn.com",1
4001,fucking piece of shit you fucking bastard nobhead nobhead nobhead nobhead,1
4002,   GAY. GAY GAY GAY GAY GAY!,1
4003,  Yo Wuhwuzdat u a bitch wit no life. Yeah u heard me u a bitch. fuck u motherfucka,1
4004,  U are a bitch nigga. Fuck u and the guy who blocked cookiesandboobs. 4rom mynameisearl0,1
4005,"Niggers and their liberal friends steal everything not tied down, just like the presidency here with acorn with its liberal defenders, FUCK YOU NIGGER OBOAMA!  ",1
4006,"`Niggers and their liberal friends steal everything not tied down, just like the presidency here with acorn with its liberal defenders, FUCK YOU NIGGER ``OBAMA``!!  `",1
4007,  In case you forgotten I was already blocked pernamently dumbass.   ,1
4008, Who are YOU to tell ME??!! I'll do WHAT I like WHEN I like...cocksucker!!,1
4009,      Fuck you and Fuck your mom. And her dog.,1
4010,  == Mills ==  Heather Mills is a bitch. And Wikipedia is supposed to contain the truth. Have u been smoking the wrong stuff in your bong?,1
4011,"`yes, I'm here too... ``High preformance gel penises``   `",1
4012,"  == PEEEEEEEEEENIIIIIIIIIIIIISSSSS!!!!!!!! ==  STILL HERE, WAITING FOR A RESPONSE.....",1
4013,  == FINE ==  CUNT FUCK FAGGOT JIZZ BITCH CUNT WHORE SHIT ASSHOLE FUCKING RETARTED ASS WIPING MUTHER FUCKER!!! YOU PIECE OF FUCKING CUNT SHIT!!!,1
4014,`== Glasgow Rangers (the mankie mob) ==  Rangers are the worst team in Europe and they are peedofiles ``Ohh Walter knew ```,1
4015,  Up yours mother fucker.,1
4016,shove a sock down your throat and out your ass.,1
4017,  == Re: Mark Lester ==  Shut Up! I'll write whatever I want! GEEZ!!!!!!   ,1
4018,  == STOP! ==  Plz just leave me alone you jerk! Stay out of my way! PLz!   ,1
4019,  == HA! ==  HA! I still continue to edit yet! Serves ya right! Jerk!    p.s. HAHAHAHAHAHAHAHAHA,1
4020,  ==Boring==  Why are you so boring Gail.. stop harassing me!,1
4021, DELANOY SUCKS COCKS.,1
4022,RE DEAD MOTHERFUCKER ==,1
4023,Fuck you! I will go to your house and Kill you with my gun! ,1
4024,Fuck you bitch! I will go to your house and kill you with my gun! ,1
4025,Fuck you bitch! I will go to your house and kill you with my gun as well! Prepare to die! ,1
4026,I will kill you with my gun asshole!,1
4027,  This guy is a fat kike who likes spending time with his parents in an ash tray ahahaha,1
4028,"  go to bed bitch, i wana edit pages",1
4029,Fuck off  You are NOT an administrator. You DON'T have the authority to tell me what to do.    ,1
4030,  FUCK YOU DUMBASS ITS AN OPINION   ,1
4031,  == You are a prick ==  Just thought others might like to know.   mwalla,1
4032,"  == !!!!!! WARNING !!!!!! ==  You are a douche.  You do not even qualify as a douche bag, you are merely a douche.   mwalla",1
4033,  RE:  Hulk changes.  Fuck off idiot.  user coldbrotha,1
4034,"   Then Block me, asshole.  I don't take to fanboys or threats. ",1
4035,  Try the official website then - shit head!,1
4036,  == you are dumb ==  you are dumb and stupid loser,1
4037,  == stupid head ==  YOur dumb and you are stupid die die die go suck a butt,1
4038,  == you are dumb ==  you are dumb,1
4039,  == your dumb ==  your dumb,1
4040,  that was bullpoop. whats ur problem?? freak.,1
4041,  Human beings are basically fu*king idiots!!!,1
4042,"  == You fucking idiot ==  I edited that page for a reason, the page was terrible it looked some little kid wrote the damn page.",1
4043,  == You fing rat ==  You ratted me out you little prick,1
4044," WOW, ARE YOU RETARDED, you stay on the practice squad during the off-season! THE PRACTICE SQUAD IS IN THE OFFSEASON, though they don't have open practices.  ",1
4045,SUCK YOU SUCK YOU SUCK,1
4046,  This is my fucking page I can say whatever I want. Prove me wrong.,1
4047,stupid dumb shit goddamn mother fucker ,1
4048,  == vandalism ==  disagree ... you limeys are just frustrating me today ... crawl back into your parents' basements,1
4049,. Are you a sexual predator? RH is donating to a worthy cause. I demand your email address,1
4050, ::::::He's not gonna do that and not without good reason. The intolerant rapist/warmonger/thief/murderer Muhammad (pork be upon him) will have him killed.,1
4051,  == WHY DON/T YOU JUST GO FUCK YOURSELF ASSHOLE! ==,1
4052,"` ``Critics of Aipac, use [Rosen's] case as vindication of their views.``  What the hell is that? Blatant POV if I've ever seen it. More Zionist bullshit on Wikipedia.  `",1
4053, ==Fuck you you fucking pig!==  You motherfucking pig.,1
4054,Fuck you bitch I will find your IP adress n kill you with my gun bitch ass motherfucker.  ,1
4055,Fuck you bitch I will find your IP adress n kill you with my gun bitch ass motherfucker. ,1
4056,"  You daughters look retarded, man. And your wife looks like an actual pig. I have yet to see a more excruciatingly hideous family!  ",1
4057,  OH DEAR ! HOW FRIGHTENING. IT TAKES ALL OF TEN SECONDS TO GET ANOTHER IP ADDRESS ASSHOLE.,1
4058,"  we will, we will fuck you!",1
4059,   THAT'S RIGHT - LISTEN UP ASSHOLE !!!,1
4060,Is there any chance of you having gay sex with me ,1
4061,  == nigger faggot ==  read the entire reference before you talk your nigger-loving shit.,1
4062,  You smell of stale urine.   ,1
4063,"  == This page is full of psuedo-intellectual drivel ==  Zen karma my meatspace, genki girl!",1
4064, I cannot resist another man's cock! I love it when I get railed with a foot long donkey dick.,1
4065,"  Fred fuckmehorns, is virus. Do not go on any sites of his.",1
4066, i don't give a shit you deserve to die as well just like alexie and luc and i will kill you! ,1
4067,Fuck you Sarcasticidealist i will kill you with my gun as well bitch ass motherfucker}},1
4068,Rape|raped]] in the butt,1
4069,"  == stop it you crack whore ==  Go die in a fire, you dick sucking fag.    ",1
4070,"  Hi Tarc, Good points.  How long is your penis?",1
4071,life and a job. This website is trash.,1
4072,Pontificalibus is full of shit.,1
4073,  ==Vandalism Accusation== My edit to Montel Vontavius Porter was not by any stretch vandalism. Stop being a retard,1
4074,  == Stop removing my edits! == Why do you insist on being a flaming asscake?,1
4075,"  == Kingpin13 ==  You are, in a word, a cunt.",1
4076,"  Fastily,  Take it up the ass, douchebag.",1
4077,"    ScJessey has no business talking about Obama's page on Wikipedia.  He is a left-wing, lying, fat fuck.  He's as bad as Gamaliel.",1
4078,"  ==White Trash== Fuck off you white piece of trash. Fucking wiggers. Go and fuck a Jew, Jew raper.",1
4079,  Why does this fuck-up have to ruin jazz?,1
4080,"  Fastily,  Take it up the ass, douchebag.    ScJessey has no business talking about Obama's page on Wikipedia.  He is a left-wing, lying, fat fuck.  He's as bad as Gamaliel.",1
4081,"ChrisO proven Criminal and Fucken Homo  Chris, you mother fucker...all what you want to know about ChrisO you can find at www.ChrisO.homo.com'Bold text'   ",1
4082,  == Hello ==  Your such a fucking freak mate. Get a life. And get a facelift you ugly cunt.   ,1
4083,  |unblock| all of you can suck my dick,1
4084, :EXCUSE ME??? are u alowed to talk to me that way? i am not a troll i am a HUMAN BEING. u racist.   ,1
4085,  WHY did u remove my complaint???? is this a conspirasyy?? I WANT TO COMPLAIN i hav been racially abused u know that is a crime right?? u are an ACOMPLISE.,1
4086,  JAMES THE AWESOME TECHNICIAN did create the e-learnign centre. ASSHOLE,1
4087,"  == stop your tomfoolery, chap ==  I guess that you are the son of the party boss. Well, you have amply displayed your intelligence level. Now, cease and desist.   ",1
4088,  == You suck DUCK BUTT! ==  YEAH!!! lol,1
4089,  == I'M A GOOFY GOOBER YEAH POOOOOOOOOOOOOO COMES OUT MY BUTT> ==  blahhhhhhhhhhhblahhhhhhhhhblahblahblah. grrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr. growllllllllll. rawrrrrrrr shkiyss. grrrrOWLSSSSSSSSSSS. PPPPP yeeeeeeeaaahhhhhBOiiiiii. i just personally attackedd you. WHAT NOWWW!,1
4090,==ChrisO Internet Vandal and Criminal== ChrisO belonge to international Homo criminal organization see more at www.ChrisO.homo.com ChrisO is an fucken idiot with chicken brain ha ha ha....  ,1
4091,"Entire intro has a massive pro-Bonds anti-truth bias.  The man is a cheater, a liar, and a criminal.  All of these are objective facts and should be mentioned.     ",1
4092,  ===NIGGERS!=== Dows really matter to label them? as long as they are dead.,1
4093, :I did it on your page too you fucktard.  Get a life cocksucker.,1
4094,I'm a fat pig.  Does that belong on Wikipedia?  ,1
4095,"   HENCE, ROZ LIPSHITS IS AN IDIOT!!!!",1
4096,ROZ LIPSCHITZ IS BLOCKED BECAUSE HE IS AN IDIOT!  ,1
4097,  == British Pakistanis == please stop reinserting the vandal wikireaders41 edits he is a pov pusher and a sock   ,1
4098,  really want cramers balls in your mouth huh?,1
4099,"  Hey,  jack off. Are you the one who's got his head way up Wolf Hudson's ass?",1
4100,"   :::WHAT THE HELL!! STUPID ROBOTS, I DIDN'T DO ANYTHING   ",1
4101,  == Guess What?!?! ==  your retarded!,1
4102,  ==anti-Semitic crap==  the whole article is an anti-Semitic conspiracy theory cherished by aryan-supremacist rightists!,1
4103,  I think you're being a hypocrite.   ,1
4104,  ???? WHAT ARE U TALKING ABOUT!!!!! UR BEING MEAN,1
4105,"  == ... ==  You are a sad cunt. Get a life, you nerd.",1
4106,(could you fucking leave me alone bitch),1
4107,I am a stupid bitch who needs shutting the fuck up,1
4108, (I hate free speech it is shit.),1
4109,. I am a stupid whore who sucks dicks all day. I am also transgender and have a penis (so i can fuck myself),1
4110,"  ==Pathetic Article==  Doesn't mention the historiography whatsoever, whomever wrote this was clearly an imbecile and beneath contempt.   ",1
4111,  == Go fuck yourself ==  Go fuck yourself you irritating sack of shit. Stop reverting me.,1
4112,"  == Sorry, really mean it now ==  Go fuck yourself FAGGOT. I didn't want to play this card but you made me biatch.",1
4113,'''FUCK YOU ALL BITCHES,1
4114,  Bitch Ill never stop vandalising your shit so fuck you,1
4115,  == asshole ==  screw you fuck fuck fuck asshole fuck u a duck fucked a kangaroo and that duck is u fuck u for fucking a kangaroo bitch,1
4116,  ==asshole== fuck u asshole go fucking rape my penis,1
4117,  ==ASSHOLE LICKER== fuck u asshole go fuck your own mother fuck fuck fuck fuck a duck fucked a kangaroo you piece of shit go suck your own balls   ,1
4118,  ==fuck u== rape my penis plz!,1
4119, :Piss off.   ,1
4120, You've got child porn. CHILD PORN!,1
4121,".  ::Muhammad was a dirty warmonger, murderer, rapist and thief",1
4122,"  ::MUHAMMAD WAS A MURDERER, RAPIST, THIEF, SLAVE TRADER, WARMONGER AND DIRTY PEDOPHILE  ISLAM = NAZI",1
4123,  You are a cocksucking faggot D,1
4124,  You enjoy taking dick in the ass D,1
4125,  Your moms cunt is fat and juicy D,1
4126,  FORGOT TO SIGN IT. You're an IDIOT.   ,1
4127,  ==Death== You should die afaics.  Hope your new wp account is less influential.   ,1
4128, you son of a bitch RIP you motherfucker,1
4129,  You suck! Nah im joking. You suck eggs! Nah im jk. U have no life. U are obsessed with Wikipedia and have alienated yourself from society. Ha.,1
4130,", Trevon Saquele Sterling Sloan is a gay fuck fag",1
4131,i ilke giant dick in my ass  ,1
4132, and i have a small penis lalalalalalalalala,1
4133,"   == cheers == die in a fire, fianna failure",1
4134,   == fuck off== seriously you tosser have you nothing better to do?,1
4135,"  == WIKIPEDIA DOES NOT SUPPORT FREE SPEECH!!!!!!!!!!!  BOYCOTT THIS SITE AND TELL EVERYONE!!!! ==  WIKIPEDIA WILL PULL DOWN ALL OPPOSING VIEWS OF THE BARRY ADMINISTRATION>>>>>THEY ARE LEFTIST, SOCIALIST BUMS!!!!",1
4136,  == Can we go on a date ==  I want to sniff your leaky blood box!,1
4137,"I am once again stating that I am a cruel, heartless idiot who likes to destroy works of art, such as Novels written by young aspiring writers.",1
4138,"is a complete failure.  I hope you all the same, horrible fate as me",1
4139,MYSTERION IS CLYDE AND ANYONE WHO DOESN'T THINK SO IS A JACKASS,1
4140,"i think these moroninc admins need some good spankings , they dont own wikipedia , if they cant contribute they must not disrupt the edits prepared by the other users   ",1
4141,   YOY ARE A HAIRY HERPES INFESTED NANCY GRACE LOVIN' CUNT,1
4142,  suck my anus and pussy!,1
4143,  ged likes penis =)   1 0 0,1
4144, oh yea school ova and time to get ma dick lick   ,1
4145,"  You, sir, are a capital douche bag. Please listen to some Dragonforce and stop making wiki lame. thank you",1
4146,is a cocksucker faggot D ,1
4147,It appears you can expect lame shit like that from this editor.  ,1
4148,  You are a fucking cunt.  Please stop existing.,1
4149,  F YOU: YOU IDIOT! YOU ARE PROBABLY JUST JEALOUS OF ME!!!!!!!!!!!!!!! YOU CANT ADD 1 and 1!!!!!!!  I WILL MAKE YOU SORRY!!!!!!!!!!!!!!!!!!,1
4150,"  Dont worry, I'll unplug my router tonite to get another IP address, u fucking faggot, as are all u wikipedaphile retards )",1
4151,  Fuck off fatty. Get a life.,1
4152,  ==The fat kid==  What was it like growing up as the fat kid?,1
4153,  Shit!!! Shit!!! Fuck you!!!  you're son of a bitch!!!,1
4154,  == Shit ==   you're a bitch!!!   go to hell!!!,1
4155,  == Fuck you ==  Putanginga mo!!!,1
4156,  == Bitch ==  Shit!!!   go to hell!!!,1
4157,"  == RHAworth ==  Stop defending him, he's a prick",1
4158,"   The only BULLSHIT on Olbermann's article comes from Blaxthos himself. Dude, quit trying to make wikipedia a platform for spouting your far left viewpoints and censoring anything that doesn't comport.   ",1
4159, Andrew Kwon   FuCKING FAG,1
4160,  Go stuff yourself . islam is evil     ,1
4161,"GO FUCK YOUR SELF , WIKIADMINS",1
4162,  {{Unblock|Unblock or I'll kill you.,1
4163,"  On account of the project deciding to ignore history, I hereby quit. Good bye. Oh, and Tim Vickers is a complete asshole. LOL. Bye.   ",1
4164," ::Well, make it a lifetime sentence. *** ******, and learn to read.  ",1
4165,  == Hey nigger ==  Go fuck yourself and stop revering my reverts.,1
4166,`   Shut it. Maybe you shouldn't have made the ``edit`` page for anons. Geez.  -Anonymous`,1
4167,  I am going to kill you I am going to murder you,1
4168,  piss off you son of a bitch,1
4169,  shut the fuck up bastard,1
4170,   next tiem you spam my site i kick your asss,1
4171,  == Please ==  Please stop being a jerk or you will be blocked.   ,1
4172,    I am going to kill you. I am going to murder you.,1
4173,  You make the page worthless.,1
4174,`  == I still hate you ==  because you destroyed the TOTSE ``Holden DaPenor`` project.    `,1
4175,This GUYS SOOOOO GAY ==  == ,1
4176,Hello Everyone Is Gay  XXXXX Love Simply South,1
4177,   == My Thoughts ==  You're a fucking piece of shit! Die and Burn in hell!,1
4178,"` ``Low`` is the same thing. Flo Rida talks about strippers, oral sex and prostitution all the time.`",1
4179,i didnt take a picture of his penis actually it was too far up my butt  ,1
4180,I am very tempted to show you a picture of my four headed penis...      ,1
4181,  Mullard is a sex offending scumbag. what I have written is the truth. You are a moron.,1
4182," Hi, I'm a gay ass guy name Nawlin and I'm a dicklicker that likes to delete stuff he has no business deleting.  I really need to get laid.    ",1
4183,   Is it true that 82% of all soldiers liked to suck penis?,1
4184,"  You are a bit ignorant deleting people's topics. If they are legit enough, they should be there, not just because you don't believe in or like the article. objective33",1
4185, == GO AHEAD FRANKIE ASS! AHAHAHAHAHAHAHAHAHAHAHA! ==  ,1
4186,   SOMEGUY1221 LIKES TO SUCK LARGE HARD PENIS.,1
4187,"  Someguy1221 is an asshole, and I hope he knows it.",1
4188,  == Showed... ==  ...Another homo bites the dust,1
4189,  == if you block this account i will rape your children ==  Piss off you fucking admin.,1
4190,Who said we were guessing PeeWeey..get a life ya fuckin weedy faggot  ,1
4191,ScJessey is a Big Fat Faggot Pinko Commie Asshole,1
4192,  == You're a fag ==  Do you have anything better to do?,1
4193,  == FUCK OFF ==  How dare you remove messages that I post on MY talk page you wanker. If you did it again i will sort you out.   ,1
4194,WARNING: THIS FAG SUPPORTS HITLER,1
4195,decline=I don't fucking think so -   ,1
4196,"  wanna suck j.dealony's dick or schnitzelmanGreek's dick,you dick MY ACCOUNT IS Khan Schnitzel-Hellenic Penguins Armies from Mordor112233 BUT IT KEEPS BLACKLISTING IN CREATION. WHY?  ?",1
4197,  == wer do u live ==  wer do u live marybelle i wanna fuk u,1
4198,  youre a little faggot who dosent know me you faggot go suck a dick,1
4199,"  yeah so fuck you, there is a kid named wesley gibson in st. james and there are also two students known as goku and neo. Thanks )",1
4200,IAN WELLER IS A FUCKING DICK ,1
4201,HOW DARE YOU EDIT MY SHIT AGAIN ARGGGGGHHHHHHHHHHH!!!!!!!!! jokes lol ,1
4202,   == Giambiville =   What the hell asshole?    ,1
4203,If I wanted a kiss I'd call your mother     ,1
4204,   Go F yourself you cottonheadednittymuggins.,1
4205,  Cluebot also says you have a tiny penis.,1
4206, == FAGGOT == == FAGGOT == == FAGGOT == == FAGGOT ==,1
4207,PENIS VAGINA YOU SUCK FAGGOT ASSHOLES AT WIKIPEDIA,1
4208,  == In my opinion ==  Finland sucks.   ,1
4209,"  == FUCK YOU ! ==  FUCK YOU ! BITCH, ILL SHOW UR GAME GUIDE.",1
4210,"  == You fucking piece of shit ==  I'm going to hunt you down and murder you violently, you disgusting paki twat",1
4211, ::Shut up. I'm going to rape your sister,1
4212,  == YOU LITTLE SHIT ==  WHAT IS IT WITH YOU PAKIS ALL STICKING TOGETHER??????,1
4213,  == Why did you stop my edit ==  You fukin gay prick,1
4214,  == cockbag ==  you herad me gaylord,1
4215,`  == you and purple ==  ``@!? you or just fuck you`,1
4216,  == And why the fuck should i care? ==    ,1
4217,  WHY IS CHRIS 73 - A KNOWN PAEDOPHILE - STILL ALLOWED TO EDIT WIKIPEDIA ??????,1
4218,"  ==EDiot==  GTFO fgt, don't do taht to mah page!11!111!",1
4219,"  == LAWL ==  lulz @ u nerd, keep deleting my comments.   ",1
4220, :::::::Stay out of it it's none of your business,1
4221,"    Listen asshole, you do NOT delete my pages. I do not delete yours so don't delete mine. Understand?   ",1
4222,"  == You dumb mother fucking nigger lover ==  STOP DELETING MY EDITS, YOU PRICK!",1
4223,"Hey dumb dick ==  I left Michael a message, and you deleted it. I think that was for him to decide.  == ",1
4224,"  ::Thank you for showing me just how much of JACKASS ALL Wikipedia gardeners are. I mean, I'd heard stories, but you guys really SUCK. See ya...lost another Wikipedia editor...   ",1
4225,  umm what was the delete for? u fuckin nigger monkey,1
4226,  == killamanjario ==  shut the fcuk up cracka,1
4227,want to fuck you in the ass and make sweet sex to your dick.,1
4228,  I am going to kill you. I am going to murder you.,1
4229, :::::talk dirty to me some more: i really like the fatties do you like girls with something special? http://www.rbblog.com/wp-content/uploads/2006/09/003_resize.jpg   ,1
4230,  == How about this ==  You are a cunt?,1
4231," :::first off it is not vandalism, the number changed.  Second, be careful how you speak to me.  ",1
4232, Try and stop me faggotpin!!!!!!!!!!!!!!!!!!! i rule the world!!!!!!!!!!!! ,1
4233,  == GO FUCK YOURSELF ==  FASCIST. Leave your racism out of the Jonathon Swift article.,1
4234," Horny Bastard    What a horny bastard, he didnt even need a viagra   ",1
4235, *IT WASNT ORIGINAL RESEARCH. I'm soooo scared. Last warning. I'll just change my *ucking IP.,1
4236,  == you suck messing with honduras! ==  Fuck you     anon,1
4237,just crushes my world. hahahaha losers,1
4238, CHRIS 73 - TOILET PERVERT   ,1
4239,is iridescant is a faggot,1
4240, == Hey fuck you you cocksucker   I was talking to Daymee you fucking retard.     ,1
4241, Take your sandbox   And stick it up your asshole retard.   ,1
4242, Take your sandbox huggle warnings   And stick it up your asshole retard.     ,1
