,q_a,label
5850,Whats the first thing youd do if you were the opposite sex for one day? ,0
5851,Buy clothes,0
5852,Youre going to medical school! ,0
5853,Hell no!,0
5854,This question is only for boys if your boyfriend is famous what could you do ,0
5855,Sooo... its a gay question?,0
5856,What do you think it would be like to live life as a bird? ,0
5857,"T e r r i b l e. Imagine not being able to do normal things,and eat normal things. I wouldnt be able to audition for jyp with my friends :(. Life would suck ass. Ugh i cant even imagine it..",0
5858,Hey what do u even look like anyway sry I was being a dick earlier ,0
5859,"No problem. And I dont show pictures to online people, sorry. Unless ive been friends with them for a while or im dating them.",0
5860,Hey fuck u man I actually did love her its that she sent pictures of her cousin to me I actually do like the way that she looks ,0
5861,Just because she sent u pictures of her cousin you break up with her for her cousin? That makes it even worse,0
5862,"Would you rather: Dance naked in front of 20 people, or have to eat every burger in your city under 30 minutes. ",0
5863,"Neither, id die if i did either of them.",0
5864,What would someone have to do to make you dislike them immediately? ,0
5865,they would have to talk shit about bts/kpop/korea/ korean people or my friends/family.,0
5866,What's something every teen should know? ,0
5867,Never fuck someone,0
5868,What do you think is the greatest problem facing the teenagers of today? ,0
5869,"Bullying, drugs, alcohol, sex",0
5870,What does it mean when a man looks at other women when he is with his girlfriend? ,0
5871,Maybe hes comparing her to other girls or wishes he was single? Or maybe hes looking out for girls who are gonna start shit with his girl.,0
5872,Do you agree that nobody goes through more shit in life than a person with a good heart? ,0
5873,"No,i dont.",0
5874,How good are you at pulling a poker face? ,0
5875,I suck at it. I laugh when i try to stare at someone,0
5876,Which do you think is more important: following the dreams your parents want for you or following your own dreams? ,0
5877,"Following your own dreams! My life will  probably be hell if i dont! Meaning, i wont be happy. My grandma wants me to be like a nurse or something, and i want to be a kpop idol. Huge difference there. Also far away , USA - South Korea",0
5878,What makes someone powerful? ,0
5879,"I think , even though this shouldnt make people powerful, that people are more powerful (especially in schools) when people are scared of them. People can become robots and puppets or servants if theyre scared of someone, even if it means embarrassing themselves. Because if they dont, they think theyll get their ass beat by the other person/people.",0
5880,Have you ever had sex with someone whose name you never knew? ,0
5881,No I havent,0
5882,If you would meet someone in reality from ask fm..what would you tell her? Mayb she can be ur crush.. Or u can.. ,0
5883,Umm lmao i dont really know anyone on here anymore. I just come on every once in a while,0
5884,Ik. I hope we have a class or something together I doubt it tho but if we did we gonna get in trouble all the time lmao ,0
5885,Haha ya,0
5886,"If you could close one fast food chain because of disgusting food, which one would you pick? ",0
5887,Just to piss of some white girls STARBUCKS lol,0
5888,"Claire's ass, Ariel's ass, or kelly's ass ",0
5889,I ddnt know so many people had pet horses thats new to me :) please leave me alone i seriously dont like talking about peoples asses or whos I like kk bye,0
5890,Top  10 girls in 9th grade ,0
5891,"ummm idrk i mean im pretty sure there are way to many. but I'll try okay so Ariel Beane, Claire Green, Danielle Burelle or what ever her last name be ummmmmmm idk uh Victoria Kata uhhhhhhhhhmmmmmmmmmmmmmmm well Mariah even though shes not in my school Rachel Duran, Nicholle Parson Emily Swain and Goldsmith uggg one more um damn so many choices hmmmmmmmmmm Nicole Kennedy I guess but seriously alot of the gurls in my school are pretty so if ur name isnt up here dont think ur ugly <3",0
5892,What do you dream about? ,0
5893,The future some random ass blonde school :(,0
5894,What's the worst nightmare you've ever had? ,0
5895,falling off a damn mountain,0
5896,Would you date yourself if you were someone else? ,0
5897,Well of coarse i wouldnt want to miss out o all this sex alright alright alright giggidy giggidy *slurp Skkkk*,0
5898,Not even Kellys she wears tights everyday are u gay?? ,1
5899,no ive never looked at Kellys butt but ive seen her calves which are huge and im not gay im respectful i dont think they want me starring at there buts all day and if u knew me u wouldnt ask that question cause ive liked a mohority of the school in my life so me being gagy is very unlikly kk BYE WEIRDO CREEPER,0
5900,Your telling me that u have never looked at Nicholles ass even after u have known her for so long???? ,0
5901,Nope i dont look at ppls butts,0
5902,Runner calves??? Is that good ,0
5903,damn right  its good  girl who is phsically fit and smart and good looking is the best type of women (,0
5904,"If you were stranded in an island and only had three items a volleyball, ice skates, and a flashlight what would you do? ",0
5905,What kind of question is this. I'd use the ball to play Volleyball by myself till i go crazy and go ice  skating with a flash light on liquid water. So in other words if die the next day... Who sled this I'm curious,0
5906,No you got a vagina and pee in a toilet. & you have had a period ,1
5907,Suck a dick you know the one that I apparently don't have get a life faggot,1
5908,Are you gay? (Not in an offensive way I have nothing against gays) ,0
5909,no im noot gay in fact i am the total opposite of gay ive liked so many girls in my life time when i tell my friends they laugh at it. but i have nothing against gays they are cool ppl if u get to know them. and if u asked this question cause u want a gay bestfriend im jjust about as good cause apparently im fun to go to the mall with lol  O__o,0
5910,Wow after all that and now she's being a botch I don't see what u see In her ,0
5911,Obviously I liked her she's smart funny curly hair so that's what I saw in her and I would have to say she hasn't been much of a bitch to me because she still would talk to me if she wasn't mad at me b4 and truthfully u fagots keep messin shit up. Ariel's my friend and I'd rather have that rather than go out with her because friendship lasts longer. I'd like to be friends with her for a while so b4 u start bitched on my account do ask a few mor questions douch,0
5912,Go become Kellys friend ,0
5913,Idk if its that simple and wtf are you still on my case about her.,0
5914,I bet u just think she cute cause she got a big ass ,0
5915,Obviously not if you knew anything about me I'd know that if I did like her...(which I don't) I would like her for her eyes,0
5916,Izzy is a boy name too? ,0
5917,Ya damn skippy it is.,0
5918,I'm drunk can I still ask. Question ,0
5919,no hoe,0
5920,is true that your so annoying that both heaven and hell wouldnt take you so your stuck here on earh to annoy all of us? ,1
5921,Ya defiantly u might as well call me Fred. Obviously that's ur own opinion cause there are ppl who love me and yes I am annoying and that's only cause u annoyed me first,0
5922,What do you think is the problem with relationships today? Who do u think is worse boys or girls? ,0
5923,y is it that girls always fall for the bad boys. the ones guaranteed to break their hearts. Why is it that the nicest ppl are the first to be rejected. Why cant life actually make sence where the girl actually gets the guy who will care and do anything they ask for. girls ask for a guy to be with forever. why does there always have to be a jerk who has to use the line it wasnt u it was me. Obviously it is u cause u have the nerve to get a girls hopes up. wht is wrong with modern society. If anybody were to ask me who is the worst part of the relationship i would have to say both. The guys for being jerks and the girls for not realizing that that what they are,0
5924,What is the world's best song to dance to? ,0
5925,Your a jerk,0
5926,I'm funnier than you. ,0
5927,Uh uh back up with that u wish u was funnier then me wake up and smell the pool cause ur jokes are ass,0
5928,I like unicorns lmfao ,0
5929,Me 2 but Pegasus  are better,0
5930,Who was the last person of the opposite sex you talked to? ,0
5931,Ariel,0
5932,this bitch posting pics of his abbs and shit smh ,1
5933,Lol someone asked so I answered don't hate marissa,0
5934,Ugggh Im still waiting for who ever is crushing on me to fess up cause I'm dying to know haha u wouldn't want ur crush to die would you ,0
5935,Come on i promise we will be  bestest friends(behind Nikki),0
5936,Do you miss anyone right now? ,0
5937,Yasssssss all my friends ugh this summer is gunna suck,0
5938,"When you dance, you look like? ",0
5939,A jerk get it cause I do the reject,0
5940,"If you could live forever, would you want to? ",0
5941,No cause my friends would die and I'd be alone,0
5942,"Stop fucking with Ariel, she doesnt like you damn ",0
5943,But how tht y I know Dat and we r jut friends y can't u understand tht I talk to her and she talks to me nothing else I have liked a lot of ppl Dnt mean they gotta like me so fuck off my account in tired of hearing your restarted questions,0
5944,Also jesus wasnt mexican but he ride a pony so ha!!!! ,0
5945,Yaaassss he did Jesus was XD thts wu we love him +,0
5946,"Ya know, like the one your mom drives ",0
5947,Thts y she drives a 2010 pilot and it's white bitch,0
5948,"Actually you would be a black, shitty car ",1
5949,Actually not thts y u won't show ur self fag,0
5950,How would you describe your country in three words? ,0
5951,What the fuck,0
5952,How do men understand romance? ,0
5953,Well most men think of sex but gentlemen such as I think tht it's taking her where she wants to go and more surprising the girl making her feel like she is the only one tht matters,0
5954,Are you good at swimming? ,0
5955,Hell ya I swim like a beast... Or like a merman B),0
5956,"You want Kelly's ass, don't ya you little queer ",0
5957,nope not at all im not even sure if she has one i dont look at her much i can only say she does cause every onetalks about it,0
5958,Wow Issacar... they be HATIN LOL!!!! ,0
5959,straight up jovan i be like chica callate la boca for u get ur ass whopped... ay chico they got me speakin spanish on dis -__-,0
5960,You talk like your gay ,1
5961,actually dumb ass im the straighs nigga u will ever know haters gunna hate but wont show there face ur probubly gay -__- this is u ~ this is me,0
5962,No white girl will go out with your black ass ,1
5963,hahaha 1st i dont care about race i only go out with white girls cause most black girls can act like bitches [well the ones in our school] 2nd thts y i have goneout with 3 white girls so u need to stfu and get ur facts straight peace out fagget -__-,0
5964,Where would you bury your treasure if you had some? ,0
5965,Up my butt nah jk maybe in the back yard of some keeps house who would think to look there,0
5966,how do u feel about cheeters ,0
5967,screw them getting a girl excited thimking u guys have a relationship id rather eat cheese and go on a roller coaster than be a back stabbing pain in the ass heart breaking cheeter -__-,0
5968,would you go out with a girl who likes girls who like boys who like girl/boys? ,0
5969,wtf thts the most retarted thing ive ever heard,0
5970,Did you know you can actually die from heart break? ,0
5971,Honestly not surprised,0
5972,Under what circumstances do you block people on social media? ,0
5973,"If I dont know them, if their posts are annoying, or if they said something to piss me off",0
5974,What makes you laugh the most? ,0
5975,The most random shit,0
5976,How do you cope with failure? ,0
5977,I wallow in self-pity and tell myself how much of a piece of shit I am,0
5978,Whats the first thing youd do if you were the opposite sex for one day? ,0
5979,Start a fist fight,0
5980,Is there one person in your life that can always make you smile? ,0
5981,Yes and that is Jesus,0
5982,"If you had a warning label attached to your head, what would it say? ",0
5983,Follow Jesus,0
5984,What is the important thing that you will do anything? ,0
5985,Jesus Christ,0
5986,Is sex better than love? ,0
5987,"No, Love is the most important thing in the world and love is what should make sex worth having.",0
5988,"God the father, Jesus the son, and the holy spirit. ",0
5989,Yes I do,0
5990,"Mother wash my hands of sins I've had, pray the lord to give me the strength to stand. Show me where the angles die and where the demons hide. ",0
5991,"You need to ask Jesus Christ for forgiveness of your sins. The Lord will strengthen and protect you from the evil one. Submit to God, resist the devil and he will flee from you.",0
5992,it does but once they fuck it up it fucks you up so yes and no it has a good impact ,0
5993,True and do you have any questions for me. Ask away,0
5994,The object that's on your right side will save the world. What is it? ,0
5995,Jesus,0
5996,"Who would you choose to have dinner? They could be living or dead , real or fictional. ",0
5997,Jesus,0
5998,I haven't had sex in a year ,0
5999,Ive never had that and is that such a bad thing?,0
6000,"Who actually willing to give a fuck about another person's feelings. commit down below , honest answer's only ",0
6001,Me of course and it would be really dumb if someone didnt give a damn about someones else feelings,0
6002,I can't find a good girl for shit ,0
6003,I cant find a good guy and I know the feeling,0
6004,What was the worst thing your boyfriend/girlfriend do ,0
6005,Being a hoe,0
6006,"That sounds painful lol ouch. Well before I die in your stomach acid, what kind of noises would I hear your stomach making in there? I'm sure it wouldn't be silent... ",0
6007,You would probably hear grumbling and hear and see bubbles.,0
6008,Where is the worst place you could get stuck? ,0
6009,Hell I would say,0
6010,Who is the most closest friend that knows everything about u? ,0
6011,Jesus,0
6012,"Who inspired you the most, and how? ",0
6013,Jesus inspired me and by giving me something that is more precious than anything.,0
6014,"What's ur thing like are straight, gay , bi ",0
6015,Straight and why does that matter,0
6016,Without : say and please ,0
6017,your mom  has a great pussy,1
6018,Say pussy ,1
6019,Im not gonna say it and no is no,0
6020,Say pussy ,1
6021,Why,0
6022,Please one time ,0
6023,Fine pussy,1
6024,"I'm going to go to sleep for once, I'll try to answer any questions you guys have when I wake up. Night love you all, No homo ",0
6025,Nice,0
6026,Ok damn ,0
6027,I dont want to be harsh but its the truth,0
6028,I used watch it but still say hell to the no ,0
6029,"If we Christians lied about everything that was written in the Bible, then we would be standing against what we believe in. It doesnt make sense to stand against something that u believe in.",0
6030,I just askin random shit to everyone ,0
6031,"Ok, but choose your words carefully. Your words have a lot more power than u think",0
6032,*Laughing hard* oh hell no. All i can say is don't trust love. ,0
6033,You dont trust Love,0
6034,I can't do this no more my life really suck ,0
6035,Why is that,0
6036,tbh this app is fun to use but some of yall bitter mfs suck all the fun out ,0
6037,Thats true,0
6038,Yes I do  but she don't know me i was gay ,0
6039,"Wait ur gay, why didnt u just tell her that.",1
6040,"Omg thank you like a million!! (If that even a thing ha).  By any chance could I get his number, and name? ",0
6041,"He doesnt have a number, and his name is Jesus actually. U probably dont believe in that kind of stuff, but he helped me with fears before, and I believe He can help you.",0
6042,Whom do you consider to be a hero of our times? ,0
6043,Jesus actually,0
6044,If we dated and I asked you to have sex with me what would you say ,1
6045,"I would say no, if u asked me that quickly, lets just say I made a promise to not have that until I was married. I made that promise to my mom and God, but more importantly, I made it to myself",0
6046,Clear my head not have people up my butt judging me ,0
6047,Oh Im sorry that people sometimes judge you and I think a park is the perfect place to clear ur head,0
6048,Name a person who has never let you down ,0
6049,Jesus,0
6050,Wana have sex with u ,1
6051,No thanks,0
6052,Ok damn ,0
6053,Sorry but no,0
6054,"Who has inspired you the most in life, and why? ",0
6055,Jesus and why is because He has always been there for me and helping me with all my problems actually,0
6056,Shit Id fuck the hell out of u ,0
6057,And really,0
6058,Do u have a nice ass ,0
6059,"And even if I hadnt made a promise, u wouldnt like what u would see",0
6060,Im dead ass about to block u ,0
6061,"Im sorry, but u do deserve an explanation.",0
6062,It's not where youd wanna go it's where youd actually go ,0
6063,I can flip the coin between hell and heaven,0
6064,If you died today would your soul go to heaven or hell ,0
6065,I would prefer heaven,0
6066,What do you believe in more then anything? ,0
6067,That Jesus died for me on the cross,0
6068,Do you agree that nobody goes through more shit in life than a person with a good heart? ,0
6069,Yep,0
6070,"If you could be any person in the world for a day, who would you be and why? ",0
6071,Jesus and because He died for me and all of us,0
6072,Get my number ,0
6073,Idk your number,0
6074,"Statistically, there are more men on Earth than women, therefore I will probably die alone. ",0
6075,"Im a girl, and God has a special girl for you, Im sure of it.",0
6076,"People suck TBH, the majority of the world hates me ",0
6077,"Not everyone hates you, but to formally introduced, my name is Carrie(Jacki), and what is your name.",0
6078,"So theres a girl. Shes interesting, but shes gay. But I dont know if shes only gay or bi or whatever. Should I shoot my shot and see what happens? ",0
6079,"So you dont know if shes gay or bi. You should just ask her if shes bi or gay. And if shes bi then shoot and try to impress her but if shes gay, just try to get over it",0
6080,Who was the last person of the opposite sex you talked to? ,0
6081,Many,0
6082,lmao ok I'll leave now ,0
6083,Ok and remember food wont sustain forever,0
6084,Omg I hate when a random number says I called them but I didnt call them so they need to fuck off and not start drama with me god ,0
6085,Sorry,0
6086,"If you could print any phrase on a T-shirt, what would it say? ",0
6087,Jesus,0
6088,Who is your favorite person? ,0
6089,Jesus,0
6090,If you were to kick a boy in the balls would taunt then after ,0
6091,No,0
6092,lmao im looking for a boyfriend ,0
6093,Oh ok,0
6094,lmao this is a app for random questions n u fr asking why ,0
6095,Ok 15,0
6096,Any one gonna ask me something ,0
6097,Do you believe in Jesus Christ,0
6098,Tell me how to be happy ? Give me your opinion  ,0
6099,"Accept Jesus Christ as your personal savior, u would be very happy the rest of ur life",0
6100,"Any cute single, gay guys out there, hmu and maybe we can chat. ",0
6101,I have a gay brother,0
6102,Why do guys play us then once u tryna ask whats up they run and say they aint over the hoe they call their ex ,0
6103,Probably because they are idiots,0
6104,Sorry but thats fact im doing here a pranks but im lit nigga yo know so   thats happin  ,0
6105,I meant that as a compliment,0
6106,"My name is lit nigga , And thats not impossible tho ",0
6107,Dont use the n word with me and plz tell me ur real name,0
6108,Baby girl you are so damn fine thought im tryin know if i could hit it from behind thought ,0
6109,U dont even know what I look like,0
6110,Thats why its tatted on my face that im damn numb ,0
6111,So the way u are feeling is coming from love,0
6112,Nigga really one die in night time ,1
6113,Dont say the N word to me and dont say that unless u really believe that,0
6114,Tierd of fellin' likr my life is a damn game ,0
6115,"Ur life is not a game, at least I dont think it is",0
6116,Tired of fellin' like im trapped in my damn mind ,0
6117,"Oh wow, but ur not trapped in ur mind, believe me, I have felt that way too",0
6118,"Deleting my acc, hope you all annoyed asses are happy  ",0
6119,No,0
6120,What aspect of you are you most proud of? ,0
6121,Following Jesus Christ,0
6122,would u like to poop on me for over a 1000 dollars? thanks ,0
6123,No,0
6124,Who had the most positive influence on you? ,0
6125,Jesus Christ,0
6126,damn Its 100 Degrease outside ,0
6127,Yep,0
6128,Do you guys hate that kid that reminds the teacher about homework? I know I that shit gets on my nerves ,0
6129,Not really,0
6130,gender is how masculine/feminine you are sex is biological which is you can be gender neutral but not sex neutral ,0
6131,Let me tell how there isnt a difference,0
6132,do you think gender and sex are different and if so whats the difference ,0
6133,"No, unless you are gender neutral",0
6134,Chicken butt ,0
6135,Really,0
6136,Whos a lesbian here? (Shoutout) ,0
6137,Sorry but not me,0
6138,Which country would you never want to visit? Why? ,0
6139,Israel because that is where Jesus walked on,0
6140,Who's your best friend? ,0
6141,"My best friend are many people, but one best friend that is with me all of the time is Jesus Christ",0
6142,What are you most scared of ,0
6143,Hell,0
6144,"Im writing music and hit a wall, What are some good song lyrics that DONT have to drugs, sex and money? Maybe something about emotions or teenage dreams? ",0
6145,Idk,0
6146,Only for boys who is your favorite gay celebrity ,0
6147,?,0
6148,I feel shifty as fuck today but I hope you are feeling the same way in fact I wish you have a good day!  ,0
6149,Thanks,0
6150,Cuz i can y u give a fuck ,0
6151,Bc you're an asshole. Obviously you're not faithful and I feel sorry for your gf. I hope she finds someone better some day. She deserves better than you. What you're doing is wrong a disgusting. Get tf off my page. I don't need people like you on here. Bye,0
6152,Here since he insulted you  -gives u Gingy- eat him whole lmao ,1
6153,Lmao!,0
6154,same lol like can u imagine suddenly poof.. you're a stupid pussy lmao ,1
6155,Lmao I wish,0
6156,I'm sorry :( what kind of food would u pick? i'm thinking pizza lmao ,0
6157,Lol it's Okiee  and either that or enchiladas!,0
6158,YASSSSS. omg that's smart! like a new bra so they would have to support me lmao ,0
6159,OMG,0
6160,right??? what kind of clothes or food would u pick? lmao ,0
6161,VICTORIA'S SECRET,0
6162,Damn it ! Cant fall asleep theres too much on my damn mind. Recommend some music or something ,0
6163,Boy in a bubble by Alec Benjamin,0
6164,Ozelden sex konusalimi guvene bilirsin bana ,0
6165,ben geldim,0
6166,Has a guy cried when you kicked him ,0
6167,Of course boys are sissy's when it comes to the balls,0
6168,Have you kicked a guy in the balls ,0
6169,Yes,0
6170,dont say shit when youre not even in middle school ,0
6171,Well at least I don't have a brain like a 1st grader  UNLIKE U,0
6172,broo belcher? u belch mothafricker? ,0
6173,Tf? That's all u got yea go copy and paste more shit,0
6174,oop gotta report your ass now ,0
6175,Idc,0
6176,Have you ever got spanked on the butt when you were a child for being bad? ,0
6177,If coruse,0
6178,This question is only for boys if your boyfriend is famous what could you do ,0
6179,Girlfriend* unless their gay,0
6180,why is that the some boys date girls just to have sex ,0
6181,Idk but I've been in that relationship,0
6182,and straight lmao ,0
6183,Oh sorry I didn't expect that,0
6184,im a girl lol and straight lmao ,0
6185,Oh sorry I didn't expect that,0
6186,lmao r u a girl? ,0
6187,Yea,0
6188,Do u have a nice ass ,1
6189,Idk,0
6190,you  hoe that is cute haha ,1
6191,Ok first of all ive never have it with anybody so I can't be a hoe,0
6192,Non of ur business hoe ,1
6193,I'm not a hoe :) ima kid creep,0
6194,So cute omg ,0
6195,Ok?,0
6196,Ur a cute hoe ,1
6197,I'm 13? And wth is a cute hoe ?,0
6198,r u going to the cemetery on Halloween? ,0
6199,no lmao,0
6200,What food will make you a merry person? ,0
6201,Wings lmao,0
6202,Is jessi becoming a hoe ,1
6203,I don't know.,0
6204,omg my eye is red in that picture ,0
6205,Still very cute though,0
6206,Let's play fuck marry kill with youtubers ,0
6207,Okay .,0
6208,Tell Christine to answer my questions I ain't throwing hate at her I just wanna know some shit ,0
6209,Okay .,0
6210,Please watch your step *Hat hits the camera and we start laughing our asses off* ,0
6211,Haha.  or when we went swimming and hid the sodas around the pool area .  or when we kept throwing the nickel and you kept finding it first .,0
6212,What are you a natural at doing? ,0
6213,"Nothing to be honest , lmao .",0
6214,If that Randy guy hurts you im coming all the way to DS and beating the shit out of him ((: ~Wifeyyy ,0
6215,"Lmao , he's a good guy .",0
6216,Give randy a hickey for his bday tomorrow ,0
6217,what the fuck ?,0
6218,Whats the first thing youd do if you were the opposite sex for one day? ,0
6219,"I don't know , lol.",0
6220,Are you talking shit about her? ,0
6221,"No I'm not talking any shit about Christine. I was just saying things that are true . She does date everyone and flirts too much. It's just true facts that are obviously true , anyone can easily see what she does cause she's with a new guy almost every week.",0
6222,Do u think Christine is a hoe still? ,1
6223,"No, I don't think that anymore because I know she has really changed.",0
6224,are you a lesbo with Christine ,1
6225,Nah . We're just really close .,0
6226,What is a skill youd like to learn and why? ,0
6227,OH . I don't give a fuck .,0
6228,Justin Bieber - #1Day - What Do You Mean? Post your pic or video! ,0
6229,What the fuck ?,0
6230,What's your favorite class ? ,0
6231,The fuck ? You're joking right ? It's school I don't like any class .,0
6232,What color socks are you wearing right now? PAP! ,0
6233,Why the fuck do you care ?,0
6234,can you hop on this dick ? ,0
6235,I mean I guess.,0
6236,what does your butt smell like ,1
6237,I don't know Mann.,0
6238,Are you still friends with Christine ? ,0
6239,Hell no .  haven't been for like 2 weeks tbh .,0
6240,Something you really want right now? ,0
6241,pussy,0
6242,"What matters to you most - money, good looks or attitude? ",0
6243,Are you asking about the opposite sex or just in general?,0
6244,Long hair or short hair for girls? Tall or short? ,0
6245,Either one is fine. My pansexual ass doesnt care what they look like. As long as I find the person pretty.,0
6246,Are you harassing people? ,0
6247,"No because I know what its like to be harassed. I mostly get harassed about my sexual orientation and gender but its nothing new to me. Plus, it doesnt bother me. People tend to call me a fag and Im like, Bitch, you are correct. Im gay. Its just the same thing over and over again. If someones going to bash my gender or sexual orientation, please dont use the word fag. I hear it way too often and its getting old & tiring to hear over and over again.
I have period cramps :(",0
6248,Do you sing in the shower? What kind of songs? ,0
6249,cristinas moms butt,1
6250,that anon needs to sit their desperate ass down ,0
6251,hi I love you so much<333,0
6252,How many bitches do u know because I know alot ,0
6253,woah LMAO,0
6254,What is your favorite place to meet friends? ,0
6255,cristina likes to suck peoples door knobs,1
6256,Which city would you choose as capital of the world? ,0
6257,emily eats her dogs poop out of his ass,1
6258,Who is the craziest person you know? ,0
6259,cristina licks her mom ass hole,1
6260,"What associations do you have with the word ""circus""? ",0
6261,emily ate her dogs balls,1
6262,At what age did you kiss for the first time? ,0
6263,cristina likes to suck doggy dick,1
6264,First three songs in your favorite playlist? ,0
6265,cristina likes ass fisting her dog,1
6266,omg the spam is real rn ,0
6267,MY FINGERS HURT LOL ilysm tho <333,0
6268,omg iT WAS FOR A SCRIPT FOR SMALL CHILDREN SUCK MY ASS LMAO ,0
6269,NOPE NOPE NOPE YOU WERE JUAN BROWN </3 AND GLADLY,0
6270,You and maayan are my otp and always have been! ,0
6271,omg ily thank you :$ tbh we've had like 8 people say that to us XD YOU ALL MAKE ME HAPPY FOR SHIPPING US :D,0
6272,emily omg I LOVE YOU LMAO ,0
6273,Hi,0
6274,What's your wildest fantasy? ,0
6275,To ride black dick,0
6276,"People copy you by acting depressed, leaving, then coming back how pathetic. ",0
6277,"okay, couple things here",0
6278,"Your ""too cool"" for any one ",0
6279,"oh my god totes!1!1 lmao no. I will accept and be friends with anyone. ask my friends I will fucking love and care for you with everything in me. I will be there for you 24/7 I will stay up all fucking night for my friends. if you want to be my friend I will accept you with open arms but if not then I really. don't. fucking. care. you don't have to be my friend yo I have my friends and I'm really happy with who I am surrounded by. I actually bought alli, emily, and I friendship necklaces because I want them to have something from me personally to have so they know ill always be there for them. cheesy but true. I will go above and beyond for them. I will drop everything for them. hell ill take a bullet for them. so cool right too cool for anyone omg. I almost lost alli once and I just wasn't gonna let that happen I would never ever let them slip from me. my squad may be small but trust me its fucking perfect and if you want to be apart of our stupidness then just say so we will gladly let you join us and our weird skype calls XD",0
6280,Cristina you are better than Maayan ,1
6281,according to anons I'm not! sorry I'm a shitty friend tho...,0
6282,Maayan is talking shit about you ,1
6283,thats g8 lol,0
6284,"Your really sweet and caring and beautiful, ryan is lucky to have someone like you. If he lets you go can I take over? Lol just kidding. Maybe. :) ",0
6285,omg who is this??? ilysm,0
6286,who the fuck is emily ,0
6287,ik you LMAO BYE,0
6288,youre officially my homie now omfg ,0
6289,yaaaassss omg homies for lyfe LOL,0
6290,THATS THE SHIT I MOST DEFINITELY DONT LIKE and those friends that only uses you to get into parties or introduce them to girls like yo you my homie but get on your own shit ,0
6291,YAAAAASSSSSS omg yes or they just keep you around to invite you to places when no one else can go like  no LOL YOU FEEL ME BRUH,0
6292,LMFAO YESSSS and the worst part about is when they ask for ur advice and when you've given your say in the situation THEY DO THE EXACT OPPOSITE LIKE THATS FUFU LAME ,0
6293,LMAO OMG YES like okay????? why keep coming to me if your not even gonna take my advice bye LOL another bad part is when people act like your friend just so you can do their homework or be in their group so you can do all of the work like naw bitch bye,0
6294,Amen to that answer like when I started to realize some people are only talking to me when they need something I just leave them on read like fuck off pls thanks ,0
6295,yaaaaassss omg yas ily!! like if we don't have an actual conversation often but you come to me asking for something thats just fuckin fake. I'm not a help line...actually to all those people the number to the help line is 1-800-662-HELP (4357) go to them not me ya feel?,0
6296,I remember drawing triangular people ,0
6297,omg yes they had no neck XD,0
6298,I'm dying omg wtf ,0
6299,nice nudes (:,0
6300,My vagina is prettier than her my vagina is prettier than you ,1
6301,ik :( I have your nudes :),1
6302,What would be the title of your autobiography? ,0
6303,my vagina is prettier than her,1
6304,tbh- we started tlaking thru maayan and ur my mom and ur funny as hell and ur nice af too. we're already super close and u and ryan are otp!!! ily :-) ,0
6305,DAUGHTER ILYSM AWAW thank you (: (: <33333 you and alex are so cute tho omg I ship yall hard....if he doesn't treat you right tho I have chainsaws...uhm (: LMAO ILY,0
6306,U can't fail SAT dumbass ,0
6307,im laughing don't you think I know that dumbass? I took it once already you can't necessarily fail but you can get a bad score though bYE done with yo irrelevant ass DONE WITH EVERYTHANG BEI,0
6308,LMFAOOOOOO YOUR PICTURE AW ITS EM ,0
6309,its a ratchet ugly hoe who keeps hacking my ask SHE SENT ME NUDES THO >:),1
6310,Who is your favorite Star Wars character? ,0
6311,basically what a date with bae consists of (: FUCK YOU AND YOUR EYEBROWS!1! LMAOAOOABSOQ walter is that you??? naw bitch its the boogieman LOL,1
6312,All the bitches loves me ,0
6313,jk I h8 you,0
6314,It was scary as shit dude ,0
6315,I just the image of your feet in the air and a BANG makes me LAUGH ILY LMAO,0
6316,sounds like what emily would do tbh lmao ,0
6317,"THAT WAS ACTUALLY WHAT I WAS THINKING ABOUT LMAO ""I'm okay lets get fucked up more"" LMAO",0
6318,lmfao why the fuck are you awake ,0
6319,RIGHT I literally just woke up like....dafuq and tbh my head is pounding I LITERALLY PASSED OUT,0
6320,ur friends with alli? y lol ,0
6321,"no. I'm BEST friends with her and anon she's one of the best people I have ever met. she's literally like my sister she's met my brother and my mom I've met her mom and her cousin we are really fucking close. why are you on anon? why are you fucking talking shit behind a computer? come off fucking anon you pussy and stop talking about my friends. I honestly don't give a fuck about who you are but alli, emily, and ryan always. ALWAYS. will come first before anyone. stop being a little pussy and come off anon. WAIT the real question is why ARNT you friends with alli? bc tbh she's fucking amazing, sweet, she's always there for me, she's overall incredible. you, anon, are fucking missing out. leave my fucking friends alone.",1
6322,that awkward moment when they rant but nobody gives a fuck except their word call friends. im ranting to you cus i know you give a big flying fuck. lmfao smh ,0
6323,I give lots of fucks about you and my closest friends bae,0
6324,What is the major problem in your city? ,0
6325,you :) make :) me :) so :) mad :) go :) fuck :) yourself :) you :) little :) fucker :),0
6326,you shit i called you twice and left a voice mail ,0
6327,I'm a heavy sleeper :$ I had an alarm on and it didn't even wake me up dafuq,0
6328,You're just trying to make maayan jealous ,0
6329,not really LMAO I'm honestly not the type of person to potentially try to make people jealous. its like I can't fucking date any one without people telling me shit about maayan it happened with bimbo too like god damn leave me alone and take your shit elsewhere,0
6330,yo y dnt u have any vagina lips?? ,1
6331,dont hate nigga,0
6332,omg im in your bio I love you ,0
6333,I love YOU MORE THO <333,0
6334,What is your attitude to human cloning? ,0
